 
 ----------START O ISOTOPE CALCULATION----------
 
  Gross Primary Productivity FOR O2 CO2= 1.16E+14  8.45E+13 cm-2s-1
  TURN OFF Combinatorial Effect
  TURN ON Symmetry Effect
 
 INITIAL MIXING RATIOS OF ISOTOPIC SPECIES
 
Alt(km)  H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH  
 N =  3  EMAX = 1.30E-08 FOR OQ      AT Z = 9.05E+06 U = 3.18E-04 RHS = 4.12E-12
 N =  4  EMAX = 3.47E-11 FOR OQ      AT Z = 6.05E+06 U = 3.23E-04 RHS =-1.12E-14
 N =  5  EMAX = 5.82E-11 FOR Q       AT Z = 9.95E+06 U = 9.73E-06 RHS =-5.66E-16
 N =  6  EMAX = 2.36E-11 FOR Q       AT Z = 9.95E+06 U = 9.73E-06 RHS = 2.30E-16
 N =  7  EMAX = 8.57E-12 FOR HQO     AT Z = 8.75E+06 U = 9.39E-14 RHS = 8.05E-25
 N =  8  EMAX = 8.06E-12 FOR Q       AT Z = 6.95E+06 U = 3.15E-10 RHS = 2.54E-21
 N =  9  EMAX = 1.03E-11 FOR NQ      AT Z = 8.95E+06 U = 2.05E-12 RHS =-2.11E-23
 N = 10  EMAX = 1.51E-11 FOR NO2Q    AT Z = 9.95E+06 U = 1.75E-25 RHS =-2.64E-36
 N = 11  EMAX = 5.55E-11 FOR HQO     AT Z = 9.65E+06 U = 2.50E-15 RHS = 1.39E-25
 N = 12  EMAX = 4.23E-11 FOR HOQ     AT Z = 9.65E+06 U = 2.50E-15 RHS =-1.06E-25
 N = 13  EMAX = 1.74E-11 FOR Q       AT Z = 9.85E+06 U = 8.52E-06 RHS =-1.48E-16
 N = 14  EMAX = 1.82E-11 FOR NQ      AT Z = 9.85E+06 U = 1.35E-12 RHS = 2.45E-23
 N = 15  EMAX = 2.41E-11 FOR NQ      AT Z = 9.85E+06 U = 1.35E-12 RHS =-3.24E-23
 N = 16  EMAX = 5.36E-12 FOR Q       AT Z = 9.45E+06 U = 4.33E-06 RHS =-2.32E-17
 N = 17  EMAX = 1.12E-11 FOR HQO     AT Z = 9.35E+06 U = 7.20E-15 RHS = 8.03E-26
 N = 18  EMAX = 1.13E-11 FOR HQO     AT Z = 8.95E+06 U = 3.67E-14 RHS =-4.14E-25
 N = 19  EMAX = 1.12E-11 FOR NQ      AT Z = 8.65E+06 U = 2.49E-12 RHS = 2.79E-23
 N = 20  EMAX = 7.21E-12 FOR NO2Q    AT Z = 8.95E+06 U = 1.13E-23 RHS =-8.14E-35
 N = 21  EMAX = 2.90E-11 FOR OQ      AT Z = 9.85E+06 U = 3.04E-04 RHS = 8.82E-15
 N = 22  EMAX = 1.35E-11 FOR NQ      AT Z = 9.15E+06 U = 1.81E-12 RHS =-2.44E-23
 N = 23  EMAX = 1.55E-11 FOR NQ      AT Z = 9.85E+06 U = 1.35E-12 RHS =-2.09E-23
 N = 24  EMAX = 4.15E-11 FOR NQ      AT Z = 9.75E+06 U = 1.37E-12 RHS = 5.71E-23
 N = 25  EMAX = 6.54E-12 FOR HQO     AT Z = 9.25E+06 U = 1.05E-14 RHS =-6.89E-26
 N = 26  EMAX = 2.48E-11 FOR HOQ     AT Z = 9.95E+06 U = 9.55E-16 RHS =-2.37E-26
 N = 27  EMAX = 1.99E-11 FOR NQ      AT Z = 9.45E+06 U = 1.54E-12 RHS = 3.05E-23
 N = 28  EMAX = 2.28E-11 FOR NO2Q    AT Z = 9.85E+06 U = 2.57E-25 RHS =-5.86E-36
 N = 29  EMAX = 1.36E-11 FOR HOQ     AT Z = 9.95E+06 U = 9.55E-16 RHS = 1.30E-26
 N = 30  EMAX = 1.46E-11 FOR Q       AT Z = 9.95E+06 U = 9.73E-06 RHS =-1.42E-16
 N = 31  EMAX = 1.69E-11 FOR HOQ     AT Z = 5.25E+06 U = 4.29E-13 RHS = 7.26E-24
 N = 32  EMAX = 1.42E-11 FOR CH3OQ   AT Z = 4.45E+06 U = 2.18E-15 RHS = 3.10E-26
 N = 33  EMAX = 4.73E-11 FOR Q       AT Z = 9.85E+06 U = 8.52E-06 RHS =-4.03E-16
 N = 34  EMAX = 1.80E-11 FOR NQ      AT Z = 9.85E+06 U = 1.35E-12 RHS = 2.42E-23
 N = 35  EMAX = 1.31E-11 FOR HQO     AT Z = 9.75E+06 U = 1.80E-15 RHS =-2.36E-26
 N = 36  EMAX = 2.60E-11 FOR Q       AT Z = 9.95E+06 U = 9.73E-06 RHS = 2.53E-16
 N = 37  EMAX = 1.34E-11 FOR Q       AT Z = 9.95E+06 U = 9.73E-06 RHS =-1.31E-16
 N = 38  EMAX = 4.16E-11 FOR NOQ     AT Z = 9.95E+06 U = 3.93E-19 RHS = 1.63E-29
 N = 39  EMAX = 5.44E-11 FOR NO2Q    AT Z = 9.85E+06 U = 2.57E-25 RHS =-1.40E-35
 N = 40  EMAX = 2.26E-11 FOR NQ      AT Z = 9.45E+06 U = 1.54E-12 RHS = 3.47E-23
 N = 41  EMAX = 1.45E-11 FOR NQ      AT Z = 9.45E+06 U = 1.54E-12 RHS =-2.23E-23
 N = 42  EMAX = 2.26E-11 FOR Q       AT Z = 5.15E+06 U = 6.24E-11 RHS =-1.41E-21
 N = 43  EMAX = 4.73E-11 FOR NQ      AT Z = 9.75E+06 U = 1.37E-12 RHS = 6.50E-23
 N = 44  EMAX = 5.13E-11 FOR OQ      AT Z = 9.65E+06 U = 3.09E-04 RHS =-1.58E-14
 N = 45  EMAX = 4.66E-11 FOR HQO     AT Z = 9.15E+06 U = 1.56E-14 RHS = 7.28E-25
 N = 46  EMAX = 3.55E-11 FOR HQO     AT Z = 9.05E+06 U = 2.38E-14 RHS =-8.44E-25
 N = 47  EMAX = 1.84E-11 FOR HQO     AT Z = 9.95E+06 U = 9.55E-16 RHS = 1.76E-26
 N = 48  EMAX = 1.18E-11 FOR OQ      AT Z = 8.65E+06 U = 3.21E-04 RHS = 3.79E-15
 N = 49  EMAX = 7.25E-12 FOR NQ      AT Z = 8.75E+06 U = 2.33E-12 RHS =-1.69E-23
 N = 50  EMAX = 2.52E-11 FOR NOQ     AT Z = 5.95E+06 U = 6.15E-14 RHS = 1.55E-24


 MIXING RATIO OF ISOTOPES AND NORMAL SPECIES
      H2CQ          Q         H2Q          QH         HOQ         H2OQ         O2Q         OQO         CQ
    1.35069E-13 2.68230E-20 1.05426E-05 4.07354E-17 8.75623E-15 1.78751E-12 2.47650E-11 1.13115E-11 6.92184E-11
    3.67086E-14 4.34257E-19 5.18386E-08 9.21825E-17 3.39190E-15 3.47485E-13 9.63868E-11 4.44950E-11 3.66091E-11
      H2CO          O         H2O          OH         HO2         H2O2         O3           O3         CO
    1.35112E-13 2.80237E-20 1.05426E-05 4.07028E-17 8.73564E-15 8.92593E-13 1.12600E-11 1.12600E-11 6.92235E-11
    3.67201E-14 4.60631E-19 5.18381E-08 9.04073E-17 3.35979E-15 1.72885E-13 4.43315E-11 4.43315E-11 3.66135E-11
 
      CH3OQH      CH3QOH      CH3OQ       CH3QO       N2Q          NQ          NOQ         HNOQ       HNO2Q
    7.19178E-13 7.19178E-13 5.22792E-15 5.22792E-15 2.30778E-10 2.66655E-15 1.56714E-14 2.96618E-17 1.57485E-13
    6.33598E-14 6.33598E-14 7.16523E-16 7.16523E-16 2.30312E-10 1.80852E-14 2.82835E-14 1.39234E-16 6.95585E-13
      CH3OOH      CH3OOH      CH3O2       CH3O2       N2O          NO          NO2         HNO2       HNO3
    7.19409E-13 7.19409E-13 5.22960E-15 5.22960E-15 2.30745E-10 2.52136E-15 7.40566E-15 1.44102E-17 5.03137E-14
    6.33802E-14 6.33802E-14 7.16753E-16 7.16753E-16 2.30279E-10 1.68794E-14 1.31927E-14 6.65849E-17 2.20191E-13
 
      HOQNO2      HO2NOQ       NO2Q       N2O4Q       N2QO4        OQ           SQ         SOQ       H2SO3Q        HSQ         COQ
    1.13923E-16 2.40509E-16 1.46025E-17 1.11556E-17 2.78891E-18 3.22939E-04 3.79189E-23 4.82653E-14 6.11761E-15 6.69576E-17 4.61602E-07
    5.23254E-14 1.11119E-13 2.00013E-17 4.91483E-16 1.22871E-16 3.22986E-04 1.28831E-21 2.75488E-13 3.74948E-14 2.40192E-16 4.96366E-07
      HO2NO2      HO2NO2       NO3        N2O5        N2O5         O2           SO         SO2        H2SO4        HSO         CO2
    1.13655E-16 1.13655E-16 4.55762E-18 2.62116E-18 2.62116E-18 1.61521E-04 3.66276E-23 2.40855E-14 1.52735E-15 6.09229E-17 2.30745E-07
    5.18340E-14 5.18340E-14 6.30975E-18 1.15588E-16 1.15588E-16 1.61545E-04 1.21921E-21 1.37424E-13 9.31824E-15 2.20930E-16 2.48117E-07


 NUMBER DENSITY OF ISOTOPES AND NORMAL SPECIES
      H2CQ          Q         H2Q          QH         HOQ         H2OQ         O2Q         OQO         CQ
    3.24261E+06 6.43943E-01 2.53098E+14 9.77939E+02 2.10212E+05 4.29130E+07 5.94535E+08 2.71555E+08 1.66173E+09
    3.36129E+05 3.97636E+00 4.74670E+11 8.44087E+02 3.10586E+04 3.18182E+06 8.82584E+08 4.07427E+08 3.35219E+08
      H2CO          O         H2O          OH         HO2         H2O2         O3           O3         CO
    4.21719E+09 8.74691E+02 3.29062E+17 1.27044E+06 2.72661E+08 2.78601E+10 3.51454E+11 3.51454E+11 2.16064E+12
    4.37151E+08 5.48378E+03 6.17130E+14 1.07629E+06 3.99982E+07 2.05819E+09 5.27764E+11 5.27764E+11 4.35882E+11
      CH3OQH      CH3QOH      CH3OQ       CH3QO       N2Q          NQ          NOQ         HNOQ       HNO2Q
    1.72654E+07 1.72654E+07 1.25507E+05 1.25507E+05 5.54031E+09 6.40160E+04 3.76224E+05 7.12095E+02 3.78075E+06
    5.80167E+05 5.80167E+05 6.56098E+03 6.56098E+03 2.10890E+09 1.65601E+05 2.58983E+05 1.27492E+03 6.36925E+06
      CH3OOH      CH3OOH      CH3O2       CH3O2       N2O          NO          NO2         HNO2       HNO3
    2.24546E+10 2.24546E+10 1.63229E+08 1.63229E+08 7.20213E+12 7.86981E+07 2.31149E+08 4.49779E+05 1.57042E+09
    7.54538E+08 7.54538E+08 8.53290E+06 8.53290E+06 2.74146E+12 2.00948E+08 1.57058E+08 7.92689E+05 2.62136E+09
      HOQNO2      HO2NOQ       NO2Q       N2O4Q       N2QO4        OQ           SQ         SOQ       H2SO3Q        HSQ         COQ
    1.36748E+03 5.77392E+03 3.50564E+02 2.67815E+02 6.69537E+01 7.75283E+15 9.10323E-04 1.15871E+06 1.46866E+05 1.60746E+03 1.10817E+13
    4.79128E+05 1.01749E+06 1.83146E+02 4.50036E+03 1.12509E+03 2.95748E+15 1.17967E-02 2.52256E+06 3.43328E+05 2.19936E+03 4.54507E+12
      HO2NO2      HO2NO2       NO3        N2O5        N2O5         O2           SO         SO2        H2SO4        HSO         CO2
    3.54745E+06 3.54745E+06 1.42255E+05 8.18130E+04 8.18130E+04 5.04149E+18 1.14324E+00 7.51769E+08 4.76724E+07 1.90156E+06 7.20213E+15
    6.17081E+08 6.17081E+08 7.51173E+04 1.37607E+06 1.37607E+06 1.92319E+18 1.45147E+01 1.63603E+09 1.10933E+08 2.63016E+06 2.95382E+15

 FLUXES OF LONG-LIVED ISOTOPIC SPECIES

     Z        H2CQ     Q        H2Q      QH       HOQ      H2OQ     O2Q      OQO      CQ       CH3OQH   CH3QOH   CH3OQ   
  0.00E+00-6.49E+05 2.06E+01 3.61E+10-9.78E+02-2.10E+05-8.58E+06-5.95E+07-2.72E+07 1.82E+08-3.45E+06-3.45E+06-1.26E+05
  1.00E+05-1.30E+05-2.36E-01 0.00E+00-1.84E+02-2.75E+03-1.83E+06-1.05E+08-4.83E+07 1.44E+08 2.59E+04 2.59E+04 5.29E+03
  5.00E+05 2.58E+05-6.00E-01 0.00E+00-1.26E+02 1.22E+04 4.28E+06-1.39E+08-6.41E+07 5.19E+07 1.80E+06 1.80E+06 1.06E+04
  9.00E+05 9.49E+04-9.24E-01 0.00E+00-5.30E+01 7.72E+03 1.33E+06-8.06E+07-3.79E+07 1.50E+07 3.41E+05 3.41E+05 3.19E+03
  1.30E+06 1.53E+03-8.86E-01-9.41E+06 3.90E+00 1.43E+02 1.25E+04-4.88E+07-2.26E+07 2.02E+06 1.46E+03 1.46E+03 2.11E+01
  1.70E+06-3.59E+01-3.35E+00-8.30E+06-2.80E+00-1.70E+01-8.40E+01-4.63E+07-2.14E+07 2.94E+05-1.58E+00-1.58E+00-1.03E-01
  2.10E+06-1.52E+02-2.04E+01-7.55E+06-9.41E+00-7.96E+01-8.35E+02-5.81E+07-2.67E+07 4.87E+04-2.78E+01-2.78E+01-1.92E+00
  2.50E+06-2.43E+02-1.33E+02-6.67E+06-3.95E+01-3.72E+02-7.16E+03-8.10E+07-3.71E+07 8.42E+03-1.04E+02-1.04E+02-5.09E+00
  2.90E+06-2.12E+02-7.36E+02-5.42E+06-1.45E+02-9.85E+02-1.79E+04-8.29E+07-3.79E+07 4.87E+03-7.03E+01-7.03E+01-5.75E+00
  3.30E+06-1.06E+02-3.27E+03-3.80E+06-4.91E+02-1.21E+03 5.40E+02-5.38E+06-2.06E+06 4.32E+03 4.73E+01 4.73E+01-4.74E+00
  3.70E+06 2.90E+01-1.27E+04-2.03E+06-1.33E+03-4.72E+02 8.80E+03 4.20E+07 1.94E+07 5.04E+03 4.16E+01 4.16E+01-3.10E+00
  4.10E+06 5.97E+01-5.33E+04-5.68E+05-2.38E+03-4.43E+02 2.07E+03 3.34E+07 1.53E+07 2.15E+03 8.92E+00 8.92E+00-4.06E+00
  4.50E+06 6.40E+01-1.28E+05 5.09E+05-1.45E+03-4.20E+02 5.31E+02 2.00E+07 9.10E+06-3.88E+03 8.90E-01 8.90E-01-3.63E+00
  4.90E+06 6.64E+01-1.84E+05 1.25E+06-8.46E+02-3.23E+02 1.86E+02 8.63E+06 3.88E+06-9.59E+03 1.18E+00 1.18E+00-2.47E-01
  5.30E+06 4.53E+01-2.40E+05 1.69E+06-9.81E+02-4.27E+02-8.67E+01 4.44E+06 1.97E+06-2.52E+04 1.64E+00 1.64E+00 2.58E+00
  5.70E+06 2.52E+01-2.94E+05 1.92E+06-1.60E+03-7.75E+02-3.58E+02 3.63E+06 1.62E+06-5.85E+04 1.15E+00 1.15E+00 2.17E+00
  6.10E+06 1.56E+01-2.89E+05 2.01E+06-3.02E+03-1.54E+03-1.00E+03 2.55E+06 1.15E+06-1.11E+05 1.07E+00 1.07E+00 2.28E+00
  6.50E+06-2.17E+00-3.98E+05 2.02E+06-5.26E+03-2.73E+03-1.93E+03 1.81E+06 8.27E+05-1.84E+05 8.31E-01 8.31E-01 6.88E-01
  6.90E+06-1.22E+02-2.66E+05 2.00E+06-1.08E+04-5.35E+03-5.14E+03 7.16E+05 3.27E+05-2.67E+05 8.38E-01 8.38E-01 1.48E+00
  7.30E+06-2.66E+02-3.97E+05 1.89E+06-1.76E+04-7.67E+03-6.77E+03 2.30E+05 1.06E+05-3.34E+05 5.95E-01 5.95E-01 6.96E-01
  7.70E+06-1.85E+02-6.73E+05 1.59E+06-1.10E+04-3.05E+03-1.78E+03 4.95E+04 2.29E+04-3.45E+05 3.22E-01 3.22E-01 2.91E-01
  8.10E+06-1.91E+02-8.15E+06 1.31E+06 3.59E+04 1.10E+04 5.21E+03-5.55E+04-2.59E+04-3.21E+05 1.02E-01 1.02E-01 1.30E-01
  8.50E+06 1.08E+02-1.67E+08 6.42E+05 1.09E+03 4.18E+02 5.83E+02-2.22E+05-1.04E+05-2.01E+05 8.89E-03 8.89E-03 4.11E-03
  8.90E+06 1.06E+01-3.11E+08 2.32E+05 1.20E+02 1.86E+01 3.58E+01-4.18E+04-1.95E+04-1.06E+05 7.16E-04 7.16E-04 4.74E-04
  9.30E+06 1.68E+00-3.21E+08 7.94E+04 2.28E+01 1.50E+00 2.12E+00 2.02E+04 9.52E+03-5.47E+04 5.91E-05 5.91E-05 5.97E-05
  9.70E+06 2.90E-01-2.49E+08 2.61E+04 4.57E+00 1.71E-01 1.24E-01 1.27E+04 5.95E+03-2.87E+04 4.98E-06 4.98E-06 6.77E-06
  1.00E+07-3.27E-10-1.81E+08 9.00E+03-3.57E-06-2.39E-07-6.94E-18-2.01E-05-9.32E-06-1.79E+04-4.04E-20-4.00E-20-8.19E-18

     Z        CH3QO    N2Q      NQ       NOQ      HNOQ     HNO2Q    HOQNO2   HO2NOQ   NO2Q     N2O4Q    N2QO4    OQ      
  0.00E+00-1.26E+05 7.53E+05-1.28E+04-7.52E+04-3.56E+02-1.89E+06-1.37E+03-2.89E+03-1.75E+02-1.34E+02-3.35E+01-1.78E+11
  1.00E+05 5.29E+03 7.50E+05-1.65E+04-5.47E+04-2.41E+02-1.91E+06-3.99E+03-8.42E+03-2.89E+01-2.36E+02-5.90E+01-1.60E+11
  5.00E+05 1.06E+04 7.44E+05-3.10E+04-4.68E+04-3.42E+02-1.07E+06-1.20E+05-2.55E+05-1.40E+01-2.20E+03-5.50E+02-8.88E+10
  9.00E+05 3.19E+03 7.42E+05-4.05E+04-1.50E+04-2.29E+02-1.27E+05-1.55E+04-3.29E+04-2.85E+00-1.87E+02-4.68E+01-1.76E+10
  1.30E+06 2.11E+01 7.41E+05-9.61E+03-2.29E+04 7.09E+00-2.40E+05 2.08E+00 2.15E+02-2.10E+00-2.78E+02-6.96E+01 1.21E+08
  1.70E+06-1.03E-01 7.37E+05-3.77E+03-2.50E+04-3.80E+00-2.31E+05-2.71E+03-5.40E+03-6.91E+00-1.47E+03-3.67E+02 1.13E+08
  2.10E+06-1.92E+00 7.25E+05-2.28E+03-2.15E+04-4.71E+00-2.10E+05-3.20E+03-6.39E+03-1.31E+01-2.08E+03-5.19E+02 1.28E+08
  2.50E+06-5.09E+00 6.88E+05-3.49E+03-2.76E+04-1.08E+01-1.54E+05-2.20E+03-4.36E+03-2.51E+01-1.72E+03-4.30E+02 1.59E+08
  2.90E+06-5.75E+00 5.95E+05-9.75E+03-5.49E+04-3.24E+01-3.36E+04 4.18E+02 9.19E+02-3.59E+01-4.30E+02-1.08E+02 1.57E+08
  3.30E+06-4.74E+00 4.17E+05-2.39E+04-5.85E+04-8.91E+01 9.63E+04 2.71E+03 5.44E+03-1.59E+01 2.00E+03 5.00E+02 3.73E+07
  3.70E+06-3.10E+00 2.22E+05-4.08E+04 1.38E+04-1.40E+02 1.27E+05 1.11E+03 2.16E+03 2.08E+01 8.13E+02 2.03E+02-3.98E+07
  4.10E+06-4.06E+00 1.00E+05-3.14E+04 5.26E+04-1.04E+01 6.68E+04 1.39E+02 2.67E+02 1.89E+01 6.76E+01 1.69E+01-3.54E+07
  4.50E+06-3.63E+00 4.40E+04 1.27E+01 2.04E+04 1.13E+02 1.11E+04 1.18E+01 2.36E+01 6.54E+00 1.65E+00 4.13E-01-2.29E+07
  4.90E+06-2.47E-01 2.06E+04 8.64E+03 5.33E+03 4.09E+01 9.99E+02 1.08E+00 2.20E+00 1.42E+00 2.94E-02 7.34E-03-1.06E+07
  5.30E+06 2.58E+00 1.05E+04 9.18E+03 1.55E+03 1.31E+01 1.15E+02 1.44E-01 2.94E-01 3.08E-01 7.80E-04 1.95E-04-6.50E+06
  5.70E+06 2.17E+00 5.86E+03 7.90E+03 4.55E+02 5.45E+00 1.87E+01 2.64E-02 5.34E-02 7.04E-02 3.19E-05 7.97E-06-6.23E+06
  6.10E+06 2.28E+00 3.48E+03 6.11E+03 1.17E+02 2.15E+00 3.43E+00 5.19E-03 1.04E-02 1.62E-02 1.77E-06 4.43E-07-5.09E+06
  6.50E+06 6.88E-01 2.17E+03 3.84E+03 3.42E+01 1.30E+00 1.20E+00 2.17E-03 4.25E-03 6.19E-03 2.61E-07 6.52E-08-4.08E+06
  6.90E+06 1.48E+00 1.36E+03 2.18E+03-2.42E+01 3.37E-01 1.86E-01 3.11E-04 6.13E-04 1.67E-03 2.85E-08 7.14E-09-2.68E+06
  7.30E+06 6.96E-01 7.98E+02 1.08E+03 9.07E+00 1.70E-01 2.11E-01 4.59E-04 8.92E-04 9.55E-04 7.11E-09 1.78E-09-1.79E+06
  7.70E+06 2.91E-01 3.66E+02 6.23E+02 3.78E+01 8.74E-02 1.58E-01 2.68E-04 5.19E-04 3.40E-04 6.72E-10 1.68E-10-9.85E+05
  8.10E+06 1.30E-01 1.12E+02 4.73E+02 2.75E+01 6.96E-02 4.00E-02 5.11E-05 9.88E-05 8.19E-05 1.88E-11 4.71E-12 6.86E+06
  8.50E+06 4.11E-03 7.08E+00 2.97E+02 3.06E-02 6.74E-04 1.55E-03 2.97E-07 5.74E-07 2.23E-07 5.59E-14 1.40E-14 1.67E+08
  8.90E+06 4.74E-04 2.50E-01 1.21E+02 9.72E-04 1.70E-05 5.20E-05 1.40E-09 2.71E-09 5.27E-09 1.41E-16 3.52E-17 3.11E+08
  9.30E+06 5.97E-05 1.31E-02 4.07E+01 1.63E-04 5.26E-07 1.76E-06 7.01E-12 1.35E-11 4.44E-10 3.70E-19 9.25E-20 3.21E+08
  9.70E+06 6.77E-06 1.06E-03 9.64E+00 2.97E-05 1.72E-08 6.30E-08 3.97E-14 7.66E-14 4.02E-11 1.09E-21 2.72E-22 2.49E+08
  1.00E+07-8.31E-18-1.53E-17-1.50E-04-1.69E-11-5.40E-19 6.62E-24-4.72E-28-8.85E-28-5.38E-18-3.34E-36-8.32E-37 1.81E+08

     Z        SQ       SOQ      H2SO3Q   HSQ      COQ      HQO      HQONO2  
  0.00E+00 2.21E-07-1.16E+06-1.47E+05-1.61E+03-1.31E+11-2.10E+05-1.36E+03
  1.00E+05-4.64E-04-8.34E+05-1.40E+05-3.70E+02-1.17E+11-2.65E+03-3.97E+03
  5.00E+05-1.73E-03-4.63E+05-8.43E+04-3.88E+02-6.52E+10 1.22E+04-1.19E+05
  9.00E+05-2.94E-03 5.46E+04 2.57E+04 8.12E+01-1.31E+10 7.69E+03-1.52E+04
  1.30E+06 6.68E-05 2.16E+04 2.67E+03 8.75E+00-4.28E+07 1.43E+02 6.08E+01
  1.70E+06 1.26E-08 4.10E+02 1.82E+01 5.08E-03-3.78E+07-1.69E+01-2.68E+03
  2.10E+06 1.28E-08 1.02E+01 4.61E-01 1.05E-06-3.59E+07-7.87E+01-3.17E+03
  2.50E+06 1.50E-08 3.21E-01-2.11E-01 1.38E-10-3.40E+07-3.66E+02-2.14E+03
  2.90E+06 4.23E-09 9.14E-03-1.83E-02 6.61E-15-3.10E+07-9.44E+02 5.29E+02
  3.30E+06-1.56E-08-4.94E-04 1.42E-03-2.40E-15-2.62E+07-1.09E+03 2.66E+03
  3.70E+06-6.49E-08-1.06E-03 2.64E-03-2.73E-15-1.96E+07-4.00E+02 1.03E+03
  4.10E+06-2.01E-07-2.30E-03 4.96E-03-2.38E-15-1.25E+07-5.06E+02 1.27E+02
  4.50E+06-5.78E-07-4.84E-03 9.83E-03-3.33E-15-6.30E+06-4.75E+02 1.14E+01
  4.90E+06-1.40E-06-5.35E-03 1.07E-02-2.79E-15-2.72E+06-3.41E+02 1.07E+00
  5.30E+06-3.97E-06-4.34E-03 8.70E-03-1.09E-14-1.05E+06-4.32E+02 1.43E-01
  5.70E+06-1.04E-05-3.10E-03 6.26E-03-4.22E-14-2.78E+05-7.77E+02 2.63E-02
  6.10E+06-2.55E-05-2.00E-03 4.16E-03-1.65E-13 9.07E+04-1.54E+03 5.19E-03
  6.50E+06-4.18E-05-1.16E-03 2.63E-03-5.53E-13 3.21E+05-2.73E+03 2.16E-03
  6.90E+06-9.02E-05-4.56E-04 1.56E-03-2.26E-12 5.06E+05-5.34E+03 3.12E-04
  7.30E+06-5.19E-05-2.31E-04 8.82E-04-4.00E-12 6.42E+05-7.66E+03 4.59E-04
  7.70E+06-4.55E-05-1.19E-04 4.71E-04-3.39E-12 6.70E+05-3.05E+03 2.67E-04
  8.10E+06-2.86E-04 4.31E-04 2.35E-04-3.73E-12 6.28E+05 1.10E+04 5.11E-05
  8.50E+06-3.80E-04 6.84E-04 1.06E-04 1.70E-12 3.94E+05 4.18E+02 2.97E-07
  8.90E+06-8.45E-05 1.49E-04 4.31E-05 1.59E-13 2.10E+05 1.86E+01 1.40E-09
  9.30E+06-2.14E-05 3.57E-05 1.51E-05 1.55E-14 1.10E+05 1.50E+00 7.00E-12
  9.70E+06-6.18E-06 1.05E-05 3.59E-06 1.87E-15 5.85E+04 1.71E-01 3.97E-14
  1.00E+07-2.43E-16-6.11E-15-2.40E-05-3.32E-21 3.68E+04-2.39E-07-4.71E-28

 INTEGRATED REACTION RATES

         1         2         3         4         5         6         7         8         9        10
  1   1.526E+08 1.680E+08 7.686E+05 4.282E+04 3.188E+07 5.203E+08 5.203E+08 4.762E+08 2.329E+09 1.965E+06   10
 11   0.000E+00 8.421E+05 2.526E+07 2.449E+09 2.368E+09 6.019E+07 6.318E+07 0.000E+00 8.950E+08 8.950E+08   20
 21   8.163E+08 2.227E+09 2.074E+09 0.000E+00 2.132E+08 2.220E+08 2.220E+08 2.035E+08 8.123E+07 8.123E+07   30
 31   2.848E+07 2.844E+07 1.134E+07 1.544E+12 2.090E+12 1.665E+12 4.515E+08 4.777E+08 1.055E+09 2.413E+06   40
 41   2.413E+06 3.608E+11 1.447E+11 2.622E+11 5.061E+11 5.061E+11 4.607E+11 1.190E+12 1.295E+12 1.295E+12   50
 51   6.671E+05 6.671E+05 2.634E+08 2.649E+08 3.061E+02 2.898E+02 2.566E+00 2.670E+00 0.000E+00 0.000E+00   60
 61   1.362E-01 1.401E-01 1.538E+02 1.538E+02 1.656E+02 9.351E+01 6.678E+05 6.678E+05 4.620E+07 4.620E+07   70
 71   2.617E+07 2.633E+07 5.347E+03 1.176E+05 1.631E+05 1.546E+05 9.581E+03 8.909E+03 9.606E+07 9.373E+05   80
 81   5.415E+04 6.091E+01 6.091E+01 3.050E+04 3.050E+04 9.636E+07 9.636E+07 4.680E-11 1.065E+03 2.555E+03   90
 91   2.555E+03 0.000E+00 7.446E+07 7.446E+07 7.478E+07 1.380E+06 1.380E+06 5.668E+07 5.668E+07 6.022E+07  100
101   8.213E+07 8.213E+07 9.255E-01 8.796E-01 1.014E+00 9.979E-01 6.306E+04 6.908E+04 4.612E+04 5.052E+04  110
111   8.337E+04 8.337E+04 2.311E+01 2.311E+01 2.097E+01 4.962E+03 1.308E+04 1.347E+10 1.394E+10 1.394E+10  120
121   1.279E+10 3.570E+06 3.442E+06 5.909E+08 6.042E+08 0.000E+00 5.156E+06 5.062E+06 1.844E+09 1.844E+09  130
131   1.665E+09 5.837E+07 2.820E+07 5.974E+05 5.974E+05 2.889E+07 9.435E+06 4.980E+07 1.044E+08 7.574E+06  140
141   7.431E+06 1.535E+07 1.162E+02 1.010E+02 2.288E+02 3.817E+07 8.076E+07 4.062E+07 4.062E+07 4.079E+07  150
151   4.271E+06 4.287E+06 4.271E+06 1.772E+07 1.772E+07 1.627E+07 3.497E+07 1.333E+02 1.333E+02 1.333E+02  160
161   1.989E+02 1.989E+02 1.989E+02 3.621E+05 5.997E+05 5.997E+05 1.440E+07 2.181E+07 2.181E+07 1.029E+05  170
171   1.063E+05 2.126E+05 7.000E+04 2.134E+05 8.207E+06 3.638E+06 2.869E+06 7.173E+05 1.921E+06 4.803E+05  180
181   6.594E-03 6.594E-03 3.297E-03 1.337E+05 3.342E+04 3.141E+04 2.794E+05 2.659E+05 2.659E+05 1.445E+01  190
191   1.382E+01 1.375E+01 1.221E-03 1.138E-03 8.179E-01 7.871E-01 3.883E+06 1.957E+06 4.531E+01 2.144E+01  200
201   5.840E+06 1.937E+06 5.839E+06 1.936E+06 8.126E-05 2.726E-05 1.525E-09 6.238E-07 1.966E-07 2.711E+05  210
